time/s,cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
16131.16004,1.0,15829.126,0.5052,-0.00583,0.50523,0.66072
16131.30204,1.0,12516.703,0.51151,0.00724,0.51156,-0.81133
16131.44404,1.0,9909.4424,0.51909,0.0159,0.51933,-1.75429
16131.60804,1.0,7835.48,0.5253,0.02739,0.52601,-2.98498
16131.80904,1.0,6217.2461,0.53462,0.03398,0.5357,-3.63691
16132.04704,1.0,4905.291,0.54092,0.03975,0.54237,-4.20268
16132.28504,1.0,3881.2737,0.54892,0.04691,0.55092,-4.88441
16132.52304,1.0,3070.9827,0.55915,0.05157,0.56152,-5.26959
16132.76204,1.0,2430.7778,0.56681,0.05767,0.56973,-5.80988
16133.00004,1.0,1923.1537,0.57542,0.06133,0.57868,-6.08342
16133.23804,1.0,1522.4358,0.58673,0.06581,0.59041,-6.39991
16133.47604,1.0,1203.8446,0.59696,0.07014,0.60107,-6.70117
16133.71504,1.0,952.86591,0.60881,0.07613,0.61355,-7.12792
16133.95304,1.0,754.27557,0.62043,0.07987,0.62555,-7.33575
16134.19004,1.0,596.71857,0.63046,0.08343,0.63596,-7.538
16134.42804,1.0,471.96338,0.64598,0.08752,0.65188,-7.71544
16134.66704,1.0,373.20856,0.65865,0.0927,0.66514,-8.01174
16134.90404,1.0,295.47278,0.67408,0.09558,0.68082,-8.07056
16135.14404,1.0,233.87738,0.68696,0.10051,0.69427,-8.32387
16135.38204,1.0,185.05922,0.70369,0.1038,0.71131,-8.39122
16135.61804,1.0,146.35823,0.71766,0.10814,0.72576,-8.56885
16135.85404,1.0,115.77804,0.73266,0.11371,0.74143,-8.82237
16136.08904,1.0,91.6721,0.75016,0.1176,0.75932,-8.90966
16136.33404,1.0,72.51701,0.76533,0.12438,0.77537,-9.23126
16136.56304,1.0,57.36816,0.78319,0.13108,0.79408,-9.50163
16136.80004,1.0,45.3629,0.80298,0.13878,0.81489,-9.80588
16137.03204,1.0,35.93134,0.82314,0.14883,0.83649,-10.24913
16137.28204,1.0,28.40909,0.84738,0.15825,0.86203,-10.57822
