time/s,cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
16425.02224,1.0,15829.126,0.59382,-0.01227,0.59395,1.18393
16425.16424,1.0,12516.703,0.6005,0.00037,0.6005,-0.03544
16425.30624,1.0,9909.4424,0.60681,0.00989,0.60689,-0.93342
16425.47024,1.0,7835.48,0.61317,0.01791,0.61343,-1.67304
16425.67124,1.0,6217.2461,0.62177,0.02502,0.62228,-2.3044
16425.90924,1.0,4905.291,0.62586,0.02968,0.62656,-2.71536
16426.14824,1.0,3881.2737,0.63472,0.03576,0.63572,-3.22482
16426.38624,1.0,3070.9827,0.64008,0.04131,0.64141,-3.69298
16426.62424,1.0,2430.7778,0.64721,0.04367,0.64868,-3.86049
16426.86224,1.0,1923.1537,0.65479,0.04738,0.6565,-4.13902
16427.10024,1.0,1522.4358,0.66252,0.05103,0.66448,-4.4041
16427.33824,1.0,1203.8446,0.67197,0.05338,0.67409,-4.5419
16427.57724,1.0,952.86591,0.68051,0.0564,0.68284,-4.73753
16427.81524,1.0,754.27557,0.6886,0.05973,0.69119,-4.95751
16428.05224,1.0,596.71857,0.69796,0.06062,0.70059,-4.964
16428.29024,1.0,471.96338,0.70675,0.06489,0.70973,-5.24578
16428.52924,1.0,373.20856,0.71707,0.0683,0.72031,-5.44129
16428.76724,1.0,295.47278,0.72672,0.07181,0.73026,-5.64319
16429.00624,1.0,233.87738,0.73717,0.07593,0.74107,-5.88074
16429.24424,1.0,185.05922,0.74818,0.07751,0.75219,-5.91484
16429.48024,1.0,146.35823,0.75944,0.08225,0.76388,-6.18159
16429.71724,1.0,115.77804,0.77046,0.08758,0.77543,-6.48532
16429.95124,1.0,91.6721,0.782,0.09132,0.78732,-6.66069
16430.19624,1.0,72.51701,0.79509,0.1003,0.80139,-7.1897
16430.42524,1.0,57.36816,0.80934,0.10547,0.81618,-7.425
16430.66224,1.0,45.3629,0.82676,0.11245,0.83438,-7.74539
16430.89424,1.0,35.93134,0.84543,0.11861,0.85371,-7.98615
16431.14524,1.0,28.40909,0.86787,0.12455,0.87676,-8.16694
16431.35924,1.0,22.48202,0.89114,0.13228,0.90091,-8.44329
16431.62424,1.0,17.79613,0.91631,0.13103,0.92563,-8.13773
16431.87624,1.0,14.06813,0.94178,0.12802,0.95044,-7.74092
16432.09224,1.0,11.1448,0.96575,0.12292,0.97354,-7.25342
16432.35924,1.0,8.81772,0.98844,0.11423,0.99502,-6.59236
16432.53824,1.0,6.97545,1.00754,0.10591,1.01309,-6.00054
16432.75624,1.0,5.5173,1.02215,0.09396,1.02646,-5.25212
16433.02524,1.0,4.36941,1.03353,0.08305,1.03686,-4.59441
16433.36024,1.0,3.45686,1.04359,0.07373,1.04619,-4.04142
16433.77924,1.0,2.73547,1.05257,0.06608,1.05464,-3.59234
16434.30424,1.0,2.16054,1.05888,0.06136,1.06066,-3.31657
16434.96324,1.0,1.70952,1.06276,0.057,1.06429,-3.07005
16435.79224,1.0,1.35352,1.06683,0.05371,1.06818,-2.88192
16436.83524,1.0,1.07079,1.07091,0.05213,1.07218,-2.78698
16438.14824,1.0,0.84734,1.07486,0.05277,1.07616,-2.81065
16439.80424,1.0,0.67072,1.07934,0.05431,1.08071,-2.88047
16441.89324,1.0,0.53067,1.08477,0.05792,1.08632,-3.05611
16444.53024,1.0,0.41976,1.09169,0.0641,1.09357,-3.36042
16447.86124,1.0,0.33183,1.0981,0.07538,1.10068,-3.92682
16452.06724,1.0,0.26261,1.10196,0.08917,1.10556,-4.62622
16457.37524,1.0,0.20791,1.1056,0.10277,1.11037,-5.31035
16464.08024,1.0,0.16452,1.11084,0.1162,1.11691,-5.9716
16472.55624,1.0,0.13007,1.11986,0.13149,1.12755,-6.69666
16483.24624,1.0,0.10309,1.13188,0.14876,1.14162,-7.48711
