time/s,cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
12603.24757,1.0,20004.453,0.29226,-0.01465,0.29263,2.87026
12603.39057,1.0,15829.126,0.29988,0.0059,0.29994,-1.12801
12603.53257,1.0,12516.703,0.3075,0.02117,0.30823,-3.93864
12603.67457,1.0,9909.4424,0.31758,0.03587,0.3196,-6.44398
12603.83857,1.0,7835.48,0.32662,0.04935,0.33033,-8.59269
12604.03957,1.0,6217.2461,0.33858,0.06063,0.34396,-10.15196
12604.27757,1.0,4905.291,0.35035,0.07132,0.35754,-11.50657
12604.51657,1.0,3881.2737,0.3629,0.08107,0.37184,-12.59313
12604.75457,1.0,3070.9827,0.37728,0.09209,0.38836,-13.71771
12604.99257,1.0,2430.7778,0.39256,0.10081,0.4053,-14.40219
12605.23057,1.0,1923.1537,0.40941,0.10979,0.42388,-15.01154
12605.46857,1.0,1522.4358,0.42672,0.12058,0.44343,-15.77909
12605.70657,1.0,1203.8446,0.4471,0.12866,0.46524,-16.05423
12605.94457,1.0,952.86591,0.46418,0.13793,0.48424,-16.5494
12606.18357,1.0,754.27557,0.48766,0.1462,0.50911,-16.68839
12606.42057,1.0,596.71857,0.50975,0.15618,0.53314,-17.03445
12606.65757,1.0,471.96338,0.53344,0.16491,0.55835,-17.17875
12606.89657,1.0,373.20856,0.55703,0.17275,0.5832,-17.23056
12607.13457,1.0,295.47278,0.58544,0.18275,0.6133,-17.33574
12607.37357,1.0,233.87738,0.61236,0.19203,0.64176,-17.41062
12607.61157,1.0,185.05922,0.64277,0.20227,0.67384,-17.46764
12607.84757,1.0,146.35823,0.67243,0.21036,0.70457,-17.37139
12608.08457,1.0,115.77804,0.70713,0.21998,0.74056,-17.28046
12608.31857,1.0,91.6721,0.74289,0.22814,0.77713,-17.07125
12608.56457,1.0,72.51701,0.78109,0.23375,0.81531,-16.66031
12608.79357,1.0,57.36816,0.81843,0.2418,0.85341,-16.45905
12609.02957,1.0,45.3629,0.85717,0.24472,0.89142,-15.93403
12609.26157,1.0,35.93134,0.89776,0.24845,0.93151,-15.46889
12609.51157,1.0,28.40909,0.93889,0.24962,0.97151,-14.88841
12609.72557,1.0,22.48202,0.98293,0.24847,1.01385,-14.18637
12609.99057,1.0,17.79613,1.02483,0.24681,1.05413,-13.54086
12610.24357,1.0,14.06813,1.06781,0.23929,1.09429,-12.63073
12610.45957,1.0,11.1448,1.10988,0.22859,1.13317,-11.63776
12610.72657,1.0,8.81772,1.14867,0.21385,1.1684,-10.54613
12610.90457,1.0,6.97545,1.18159,0.19498,1.19757,-9.37013
12611.12257,1.0,5.5173,1.21284,0.17431,1.2253,-8.17876
12611.39157,1.0,4.36941,1.23619,0.15883,1.24635,-7.32147
12611.72757,1.0,3.45686,1.25639,0.13806,1.26395,-6.27098
12612.14557,1.0,2.73547,1.27158,0.12318,1.27753,-5.53305
