time/s,cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
13817.0418,1.0,20004.453,0.33296,-0.01406,0.33325,2.41846
13817.1838,1.0,15829.126,0.33724,0.00309,0.33725,-0.52569
13817.3258,1.0,12516.703,0.34619,0.02189,0.34689,-3.61876
13817.4678,1.0,9909.4424,0.35396,0.03404,0.35559,-5.4925
13817.6328,1.0,7835.48,0.36682,0.04654,0.36976,-7.23066
13817.8328,1.0,6217.2461,0.37553,0.05633,0.37974,-8.53093
13818.0718,1.0,4905.291,0.38782,0.06887,0.39389,-10.06964
13818.3098,1.0,3881.2737,0.39887,0.07527,0.40591,-10.686
13818.5478,1.0,3070.9827,0.41231,0.08516,0.42101,-11.67009
13818.7858,1.0,2430.7778,0.42633,0.09284,0.43632,-12.28495
13819.0238,1.0,1923.1537,0.43877,0.10118,0.45029,-12.98563
13819.2618,1.0,1522.4358,0.45413,0.10884,0.46699,-13.47765
13819.7208,1.0,1203.8446,0.47023,0.1187,0.48498,-14.16738
13819.9588,1.0,952.86591,0.48753,0.12622,0.5036,-14.51545
13820.1978,1.0,754.27557,0.50735,0.13243,0.52435,-14.62885
13820.4348,1.0,596.71857,0.5286,0.14486,0.54809,-15.3258
13820.6718,1.0,471.96338,0.54687,0.15218,0.56765,-15.55056
13820.9108,1.0,373.20856,0.56945,0.16096,0.59176,-15.78388
13821.1488,1.0,295.47278,0.59628,0.1742,0.6212,-16.28566
13821.3878,1.0,233.87738,0.62382,0.18591,0.65093,-16.59526
13821.6258,1.0,185.05922,0.65054,0.1971,0.67974,-16.85565
13821.8628,1.0,146.35823,0.67311,0.20381,0.70328,-16.84593
13822.0988,1.0,115.77804,0.70346,0.21662,0.73606,-17.11563
13822.3328,1.0,91.6721,0.73683,0.22949,0.77174,-17.29962
13822.5788,1.0,72.51701,0.76442,0.23455,0.79959,-17.05782
13822.8078,1.0,57.36816,0.81552,0.2333,0.84823,-15.96443
13823.0448,1.0,45.3629,0.8484,0.24035,0.88179,-15.81743
13823.2768,1.0,35.93134,0.86576,0.27751,0.90915,-17.77261
13823.5268,1.0,28.40909,0.89316,0.26212,0.93083,-16.35574
13823.7418,1.0,22.48202,0.91671,0.28731,0.96068,-17.40176
13824.0068,1.0,17.79613,0.96514,0.33934,1.02306,-19.37159
13824.2588,1.0,14.06813,1.05523,0.32295,1.10354,-17.01656
13824.4748,1.0,11.1448,1.02341,0.38912,1.09489,-20.81795
13824.7418,1.0,8.81772,1.13533,0.34604,1.18689,-16.95074
13824.9198,1.0,6.97545,1.25072,0.45913,1.33232,-20.1577
13825.1388,1.0,5.5173,1.20886,0.54971,1.32798,-24.45312
13825.4078,1.0,4.36941,1.22916,0.49925,1.32668,-22.10563
13825.7428,1.0,3.45686,1.36848,0.42005,1.4315,-17.06382
13826.1618,1.0,2.73547,1.61464,0.41821,1.66792,-14.52118
13826.6868,1.0,2.16054,1.82463,0.55357,1.90675,-16.87706
